Date;GBP;EUR;AUD;CAD
2016-07-30;0.7595;0.8998;1.3302;1.3176
2016-07-29;0.7595;0.8998;1.3302;1.3176
2016-07-28;0.7594;0.9017;1.3287;1.3161
2016-07-27;0.7631;0.9098;1.3388;1.319
2016-07-26;0.7612;0.9093;1.3275;1.3234
2016-07-25;0.7619;0.9106;1.3355;1.3172
2016-07-24;0.7636;0.9079;1.3362;1.3107
2016-07-23;0.7636;0.9079;1.3362;1.3107
2016-07-22;0.7636;0.9079;1.3362;1.3107
2016-07-21;0.7589;0.9079;1.3355;1.3051
2016-07-20;0.7591;0.908;1.3359;1.3059
2016-07-19;0.7608;0.9062;1.3346;1.3017
2016-07-18;0.7543;0.9047;1.317;1.2951
2016-07-17;0.7483;0.8986;1.3064;1.2866
2016-07-16;0.7483;0.8986;1.3064;1.2866
2016-07-15;0.7483;0.8986;1.3064;1.2866
2016-07-14;0.7467;0.8963;1.3075;1.2926
2016-07-13;0.7532;0.9032;1.3111;1.3053
2016-07-12;0.7598;0.9016;1.3101;1.3029
2016-07-11;0.7702;0.9051;1.3229;1.3066
2016-07-10;0.77;0.9033;1.3307;1.3014
2016-07-09;0.77;0.9033;1.3307;1.3014
2016-07-08;0.77;0.9033;1.3307;1.3014
2016-07-07;0.7679;0.9025;1.3301;1.2931
2016-07-06;0.7706;0.9034;1.3382;1.3026
2016-07-05;0.7626;0.8972;1.337;1.2936
2016-07-04;0.7533;0.8978;1.3281;1.2864
2016-07-03;0.7529;0.8981;1.3367;1.2923
2016-07-02;0.7529;0.8981;1.3367;1.2923
2016-07-01;0.7529;0.8981;1.3367;1.2923
2016-06-30;0.7445;0.9007;1.3447;1.2956
2016-06-29;0.7444;0.9017;1.3445;1.2991
2016-06-28;0.747;0.9031;1.3532;1.3039
2016-06-27;0.7583;0.9093;1.3509;1.3048
2016-06-26;0.7297;0.9037;1.3474;1.3006
2016-06-25;0.7297;0.9037;1.3474;1.3006
2016-06-24;0.7297;0.9037;1.3474;1.3006
2016-06-23;0.6725;0.878;1.3223;1.2747
2016-06-22;0.6806;0.8863;1.3324;1.2762
2016-06-21;0.6784;0.8839;1.3322;1.2773
2016-06-20;0.6828;0.8825;1.3403;1.2813
2016-06-19;0.6999;0.8886;1.3537;1.2901
2016-06-18;0.6999;0.8886;1.3537;1.2901
2016-06-17;0.6999;0.8886;1.3537;1.2901
2016-06-16;0.7073;0.8949;1.3614;1.3003
2016-06-15;0.7049;0.8905;1.3524;1.2857
2016-06-14;0.708;0.8909;1.361;1.2872
2016-06-13;0.7057;0.8875;1.3514;1.2771
2016-06-12;0.6943;0.8846;1.3512;1.2748
2016-06-11;0.6943;0.8846;1.3512;1.2748
2016-06-10;0.6943;0.8846;1.3512;1.2748
2016-06-09;0.6915;0.8816;1.3444;1.2747
2016-06-08;0.686;0.8789;1.3384;1.2682
2016-06-07;0.6863;0.8812;1.3447;1.2782
2016-06-06;0.6936;0.8811;1.3584;1.2922
2016-06-05;0.6929;0.8965;1.3804;1.3084
2016-06-04;0.6929;0.8965;1.3804;1.3084
2016-06-03;0.6929;0.8965;1.3804;1.3084
2016-06-02;0.6912;0.8938;1.3868;1.3105
2016-06-01;0.6923;0.8949;1.3755;1.3054
2016-05-31;0.683;0.8965;1.3776;1.3027
2016-05-30;0.6834;0.8977;1.3919;1.3039
2016-05-29;0.6827;0.8954;1.3864;1.3037
2016-05-28;0.6827;0.8954;1.3864;1.3037
2016-05-27;0.6827;0.8954;1.3864;1.3037
2016-05-26;0.6802;0.8954;1.3862;1.2932
2016-05-25;0.6812;0.8972;1.3884;1.3106
2016-05-24;0.6851;0.8954;1.3966;1.3148
2016-05-23;0.6905;0.8917;1.3858;1.3148
2016-05-22;0.6864;0.8913;1.3833;1.3106
2016-05-21;0.6864;0.8913;1.3833;1.3106
2016-05-20;0.6864;0.8913;1.3833;1.3106
2016-05-19;0.684;0.8931;1.3899;1.311
2016-05-18;0.687;0.8866;1.3761;1.2977
2016-05-17;0.6905;0.8835;1.3657;1.2927
2016-05-16;0.6959;0.8831;1.3711;1.2923
2016-05-15;0.694;0.8812;1.3728;1.2882
2016-05-14;0.694;0.8812;1.3728;1.2882
2016-05-13;0.694;0.8812;1.3728;1.2882
2016-05-12;0.6927;0.878;1.3646;1.2814
2016-05-11;0.6921;0.8765;1.3563;1.2872
2016-05-10;0.6924;0.8791;1.3614;1.2962
2016-05-09;0.6933;0.8776;1.3641;1.2938
2016-05-08;0.69;0.8751;1.3565;1.2879
2016-05-07;0.69;0.8751;1.3565;1.2879
2016-05-06;0.69;0.8751;1.3565;1.2879
2016-05-05;0.6894;0.8742;1.3346;1.282
2016-05-04;0.6891;0.8692;1.3367;1.2751
2016-05-03;0.6837;0.8644;1.3228;1.2584
2016-05-02;0.6808;0.8701;1.3073;1.2519
2016-05-01;0.6842;0.877;1.3109;1.2528
2016-04-30;0.6842;0.877;1.3109;1.2528
2016-04-29;0.6842;0.877;1.3109;1.2528
2016-04-28;0.6853;0.8804;1.3124;1.2557
2016-04-27;0.6854;0.8847;1.3169;1.2583
2016-04-26;0.6865;0.886;1.2935;1.2648
2016-04-25;0.6893;0.8878;1.295;1.2683
2016-04-24;0.6955;0.8879;1.2936;1.2734
2016-04-23;0.6955;0.8879;1.2936;1.2734
2016-04-22;0.6955;0.8879;1.2936;1.2734
2016-04-21;0.693;0.8807;1.2766;1.2634
2016-04-20;0.6951;0.8788;1.2792;1.2673
2016-04-19;0.6962;0.8816;1.2825;1.2711
2016-04-18;0.7056;0.8845;1.2989;1.2924
2016-04-17;0.7052;0.8862;1.2981;1.2881
2016-04-16;0.7052;0.8862;1.2981;1.2881
2016-04-15;0.7052;0.8862;1.2981;1.2881
2016-04-14;0.7071;0.8887;1.2984;1.2828
2016-04-13;0.7027;0.8851;1.3071;1.2804
2016-04-12;0.7006;0.8775;1.3059;1.2876
2016-04-11;0.7029;0.878;1.3222;1.2989
2016-04-10;0.7105;0.88;1.3281;1.3078
2016-04-09;0.7105;0.88;1.3281;1.3078
2016-04-08;0.7105;0.88;1.3281;1.3078
2016-04-07;0.7104;0.88;1.3281;1.3117
2016-04-06;0.7128;0.8821;1.3258;1.3155
2016-04-05;0.7052;0.8797;1.3271;1.3168
2016-04-04;0.7007;0.8787;1.3108;1.3033
2016-04-03;0.6988;0.8747;1.302;1.3028
2016-04-02;0.6988;0.8747;1.302;1.3028
2016-04-01;0.6988;0.8747;1.302;1.3028
2016-03-31;0.6953;0.8783;1.3006;1.2945
2016-03-30;0.6939;0.8831;1.304;1.303
2016-03-29;0.7008;0.8933;1.3312;1.3169
2016-03-28;0.7077;0.8965;1.3321;1.3288
2016-03-27;0.7077;0.8965;1.3321;1.3288
2016-03-26;0.7077;0.8965;1.3321;1.3288
2016-03-25;0.7077;0.8965;1.3321;1.3288
2016-03-24;0.7077;0.8965;1.3321;1.3288
2016-03-23;0.7071;0.8952;1.3231;1.3138
2016-03-22;0.7027;0.8919;1.3156;1.3092
2016-03-21;0.6947;0.8872;1.3148;1.3045
2016-03-20;0.6903;0.8866;1.3125;1.2968
2016-03-19;0.6903;0.8866;1.3125;1.2968
2016-03-18;0.6903;0.8866;1.3125;1.2968
2016-03-17;0.6915;0.8841;1.3109;1.2997
2016-03-16;0.7116;0.9038;1.3477;1.3375
2016-03-15;0.7054;0.9002;1.3392;1.3351
2016-03-14;0.6964;0.8994;1.327;1.3254
2016-03-13;0.6997;0.9017;1.3315;1.3253
2016-03-12;0.6997;0.9017;1.3315;1.3253
2016-03-11;0.6997;0.9017;1.3315;1.3253
2016-03-10;0.7067;0.9211;1.3376;1.3285
2016-03-09;0.703;0.9113;1.3351;1.3401
2016-03-08;0.7037;0.9068;1.3415;1.3325
2016-03-07;0.707;0.913;1.349;1.3377
2016-03-06;0.7063;0.9116;1.3545;1.3416
2016-03-05;0.7063;0.9116;1.3545;1.3416
2016-03-04;0.7063;0.9116;1.3545;1.3416
2016-03-03;0.7103;0.9173;1.3624;1.3434
2016-03-02;0.7131;0.9211;1.3826;1.3444
2016-03-01;0.7156;0.9198;1.3977;1.352
2016-02-29;0.7217;0.9184;1.4015;1.3563
2016-02-28;0.7155;0.9086;1.3879;1.3546
2016-02-27;0.7155;0.9086;1.3879;1.3546
2016-02-26;0.7155;0.9086;1.3879;1.3546
2016-02-25;0.7157;0.9069;1.3868;1.3626
2016-02-24;0.7188;0.9107;1.395;1.3839
2016-02-23;0.7088;0.9089;1.3817;1.3739
2016-02-22;0.7096;0.9069;1.3896;1.372
2016-02-21;0.7004;0.9012;1.4064;1.3765
2016-02-20;0.7004;0.9012;1.4064;1.3765
2016-02-19;0.7004;0.9012;1.4064;1.3765
2016-02-18;0.696;0.9022;1.3981;1.3685
2016-02-17;0.6989;0.898;1.4035;1.3817
2016-02-16;0.6948;0.8956;1.3975;1.3819
2016-02-15;0.6905;0.8945;1.3975;1.3823
2016-02-14;0.6894;0.8869;1.4103;1.3923
2016-02-13;0.6894;0.8869;1.4103;1.3923
2016-02-12;0.6894;0.8869;1.4103;1.3923
2016-02-11;0.6939;0.8813;1.4117;1.3961
2016-02-10;0.6869;0.8883;1.4078;1.3859
2016-02-09;0.6937;0.89;1.4314;1.3904
2016-02-08;0.6958;0.9008;1.4166;1.3951
2016-02-07;0.6872;0.8927;1.3911;1.3751
2016-02-06;0.6872;0.8927;1.3911;1.3751
2016-02-05;0.6872;0.8927;1.3911;1.3751
2016-02-04;0.6835;0.8924;1.3873;1.3712
2016-02-03;0.689;0.9147;1.4163;1.3934
2016-02-02;0.6948;0.9158;1.4173;1.4005
2016-02-01;0.6992;0.9188;1.4128;1.4014
2016-01-31;0.6997;0.9158;1.4092;1.4069
2016-01-30;0.6997;0.9158;1.4092;1.4069
2016-01-29;0.6997;0.9158;1.4092;1.4069
2016-01-28;0.6991;0.9172;1.4142;1.4085
2016-01-27;0.6977;0.9184;1.42;1.4081
2016-01-26;0.7022;0.9228;1.4349;1.4221
2016-01-25;0.7017;0.9246;1.4328;1.4194
2016-01-24;0.6982;0.9252;1.423;1.4171
2016-01-23;0.6982;0.9252;1.423;1.4171
2016-01-22;0.6982;0.9252;1.423;1.4171
2016-01-21;0.7085;0.918;1.4463;1.4459
2016-01-20;0.706;0.9168;1.4592;1.4637
2016-01-19;0.7037;0.9201;1.4421;1.4492
2016-01-18;0.7002;0.9181;1.4515;1.4506
2016-01-17;0.6977;0.9163;1.4564;1.4522
2016-01-16;0.6977;0.9163;1.4564;1.4522
2016-01-15;0.6977;0.9163;1.4564;1.4522
2016-01-14;0.695;0.918;1.4408;1.4364
2016-01-13;0.6936;0.9246;1.425;1.4221
2016-01-12;0.6929;0.9228;1.4267;1.4184
2016-01-11;0.6861;0.9184;1.4251;1.4085
2016-01-10;0.6861;0.9207;1.4267;1.4106
2016-01-09;0.6861;0.9207;1.4267;1.4106
2016-01-08;0.6861;0.9207;1.4267;1.4106
2016-01-07;0.6859;0.9201;1.4308;1.4133
2016-01-06;0.6837;0.9309;1.4138;1.4091
2016-01-05;0.6815;0.9306;1.3942;1.3936
2016-01-04;0.6773;0.9176;1.3904;1.3922
2016-01-03;0.6742;0.9185;1.3683;1.3884
2016-01-02;0.6742;0.9185;1.3683;1.3884
2016-01-01;0.6742;0.9185;1.3683;1.3884
2015-12-31;0.6742;0.9185;1.3683;1.3884
2015-12-30;0.6754;0.9152;1.372;1.3885
2015-12-29;0.6757;0.9131;1.3747;1.3916
2015-12-28;0.6708;0.9122;1.3765;1.3872
2015-12-27;0.6707;0.9135;1.377;1.387
2015-12-26;0.6707;0.9135;1.377;1.387
2015-12-25;0.6707;0.9135;1.377;1.387
2015-12-24;0.6707;0.9135;1.377;1.387
2015-12-23;0.6715;0.9161;1.3847;1.3903
2015-12-22;0.6722;0.9131;1.3796;1.3917
2015-12-21;0.6714;0.92;1.3954;1.3955
2015-12-20;0.6706;0.9228;1.4033;1.3956
2015-12-19;0.6706;0.9228;1.4033;1.3956
2015-12-18;0.6706;0.9228;1.4033;1.3956
2015-12-17;0.6702;0.9224;1.3926;1.3832
2015-12-16;0.6661;0.9147;1.389;1.3766
2015-12-15;0.6599;0.9099;1.3831;1.3712
2015-12-14;0.661;0.9105;1.3868;1.3754
2015-12-13;0.6597;0.9132;1.3863;1.3664
2015-12-12;0.6597;0.9132;1.3863;1.3664
2015-12-11;0.6597;0.9132;1.3863;1.3664
2015-12-10;0.6612;0.9138;1.3707;1.354
2015-12-09;0.6627;0.914;1.3876;1.357
2015-12-08;0.6686;0.9195;1.3884;1.3603
2015-12-07;0.664;0.9252;1.3738;1.3461
2015-12-06;0.6605;0.9173;1.3666;1.3337
2015-12-05;0.6605;0.9173;1.3666;1.3337
2015-12-04;0.6605;0.9173;1.3666;1.3337
2015-12-03;0.6674;0.9371;1.3635;1.3319
2015-12-02;0.6652;0.9423;1.3653;1.3385
2015-12-01;0.6638;0.9434;1.3717;1.3319
2015-11-30;0.6662;0.9453;1.3868;1.3369
2015-11-29;0.6644;0.9452;1.3884;1.3347
2015-11-28;0.6644;0.9452;1.3884;1.3347
2015-11-27;0.6644;0.9452;1.3884;1.3347
2015-11-26;0.6623;0.9423;1.3838;1.3305
2015-11-25;0.6629;0.9446;1.3793;1.3327
2015-11-24;0.663;0.9389;1.3861;1.3359
2015-11-23;0.6608;0.9406;1.3915;1.3378
2015-11-22;0.6559;0.9356;1.3871;1.3313
2015-11-21;0.6559;0.9356;1.3871;1.3313
2015-11-20;0.6559;0.9356;1.3871;1.3313
2015-11-19;0.6548;0.9357;1.3966;1.329
2015-11-18;0.6571;0.9376;1.409;1.3335
2015-11-17;0.6576;0.9372;1.4021;1.3308
2015-11-16;0.6582;0.9326;1.4091;1.3329
2015-11-15;0.6569;0.929;1.4007;1.3305
2015-11-14;0.6569;0.929;1.4007;1.3305
2015-11-13;0.6569;0.929;1.4007;1.3305
2015-11-12;0.6586;0.9323;1.4053;1.3326
2015-11-11;0.6588;0.9332;1.4169;1.3263
2015-11-10;0.6614;0.9336;1.4181;1.3261
2015-11-09;0.6627;0.928;1.4164;1.3256
2015-11-08;0.6606;0.9205;1.3995;1.3201
2015-11-07;0.6606;0.9205;1.3995;1.3201
2015-11-06;0.6606;0.9205;1.3995;1.3201
2015-11-05;0.6548;0.9189;1.3997;1.3158
2015-11-04;0.6487;0.9145;1.3909;1.307
2015-11-03;0.6497;0.9111;1.394;1.3125
2015-11-02;0.6465;0.9065;1.4011;1.3098
2015-11-01;0.6519;0.9077;1.4109;1.3175
2015-10-31;0.6519;0.9077;1.4109;1.3175
2015-10-30;0.6519;0.9077;1.4109;1.3175
2015-10-29;0.6557;0.9149;1.4132;1.3185
2015-10-28;0.6539;0.9021;1.4018;1.321
2015-10-27;0.6522;0.9041;1.3831;1.3219
2015-10-26;0.6524;0.9082;1.3788;1.3152
2015-10-25;0.6492;0.9022;1.3759;1.3067
2015-10-24;0.6492;0.9022;1.3759;1.3067
2015-10-23;0.6492;0.9022;1.3759;1.3067
2015-10-22;0.6465;0.8839;1.3871;1.3124
2015-10-21;0.6473;0.8807;1.3834;1.3003
2015-10-20;0.6464;0.8793;1.3727;1.3003
2015-10-19;0.6456;0.8824;1.3748;1.2945
2015-10-18;0.6475;0.8803;1.378;1.2927
2015-10-17;0.6475;0.8803;1.378;1.2927
2015-10-16;0.6475;0.8803;1.378;1.2927
2015-10-15;0.6466;0.8742;1.3648;1.29
2015-10-14;0.6501;0.8764;1.3779;1.2985
2015-10-13;0.6576;0.8792;1.3702;1.3047
2015-10-12;0.6508;0.8793;1.3566;1.2927
2015-10-11;0.6519;0.8801;1.3644;1.2936
2015-10-10;0.6519;0.8801;1.3644;1.2936
2015-10-09;0.6519;0.8801;1.3644;1.2936
2015-10-08;0.6545;0.8886;1.3919;1.3047
2015-10-07;0.6531;0.8876;1.3835;1.3003
2015-10-06;0.6592;0.8909;1.406;1.3098
2015-10-05;0.6588;0.89;1.4109;1.3114
2015-10-04;0.6593;0.8961;1.422;1.3239
2015-10-03;0.6593;0.8961;1.422;1.3239
2015-10-02;0.6593;0.8961;1.422;1.3239
2015-10-01;0.6605;0.8966;1.4146;1.3269
2015-09-30;0.6592;0.8926;1.4227;1.342
2015-09-29;0.6597;0.8925;1.4289;1.3388
2015-09-28;0.6582;0.8953;1.4295;1.3358
2015-09-27;0.6589;0.8968;1.4254;1.3313
2015-09-26;0.6589;0.8968;1.4254;1.3313
2015-09-25;0.6589;0.8968;1.4254;1.3313
2015-09-24;0.6571;0.8896;1.4364;1.3379
2015-09-23;0.6544;0.8969;1.4182;1.3265
2015-09-22;0.6475;0.8965;1.4103;1.3271
2015-09-21;0.6438;0.8889;1.3949;1.3183
2015-09-20;0.6391;0.8757;1.3757;1.3027
2015-09-19;0.6391;0.8757;1.3757;1.3027
2015-09-18;0.6391;0.8757;1.3757;1.3027
2015-09-17;0.6441;0.884;1.3946;1.3194
2015-09-16;0.6472;0.8906;1.3962;1.325
2015-09-15;0.6489;0.8834;1.4033;1.3237
2015-09-14;0.6487;0.8846;1.4042;1.3253
2015-09-13;0.6484;0.8875;1.416;1.3263
2015-09-12;0.6484;0.8875;1.416;1.3263
2015-09-11;0.6484;0.8875;1.416;1.3263
2015-09-10;0.6496;0.8941;1.4154;1.3252
2015-09-09;0.651;0.8977;1.4238;1.3248
2015-09-08;0.649;0.8959;1.4313;1.3221
2015-09-07;0.6553;0.8972;1.4411;1.328
2015-09-06;0.6568;0.8978;1.4319;1.323
2015-09-05;0.6568;0.8978;1.4319;1.323
2015-09-04;0.6568;0.8978;1.4319;1.323
2015-09-03;0.6541;0.8906;1.428;1.3263
2015-09-02;0.6547;0.8885;1.427;1.3255
2015-09-01;0.6522;0.89;1.4201;1.3222
2015-08-31;0.6487;0.8917;1.4046;1.3253
2015-08-30;0.6497;0.8875;1.4012;1.3271
2015-08-29;0.6497;0.8875;1.4012;1.3271
2015-08-28;0.6497;0.8875;1.4012;1.3271
2015-08-27;0.648;0.8862;1.3993;1.3226
2015-08-26;0.6415;0.877;1.4;1.3265
2015-08-25;0.6336;0.8691;1.3851;1.3194
2015-08-24;0.6351;0.8698;1.3832;1.3252
2015-08-23;0.6381;0.8864;1.3637;1.3108
2015-08-22;0.6381;0.8864;1.3637;1.3108
2015-08-21;0.6381;0.8864;1.3637;1.3108
2015-08-20;0.6383;0.8942;1.367;1.3126
2015-08-19;0.6384;0.9057;1.3609;1.307
2015-08-18;0.6367;0.9042;1.3621;1.3105
2015-08-17;0.6401;0.9009;1.36;1.3136
2015-08-16;0.6396;0.8952;1.3537;1.3044
2015-08-15;0.6396;0.8952;1.3537;1.3044
2015-08-14;0.6396;0.8952;1.3537;1.3044
2015-08-13;0.6397;0.9002;1.3611;1.3012
2015-08-12;0.6409;0.8965;1.3562;1.2969
2015-08-11;0.6412;0.9046;1.3652;1.3075
2015-08-10;0.6452;0.9124;1.358;1.3131
2015-08-09;0.6445;0.914;1.3535;1.3082
2015-08-08;0.6445;0.914;1.3535;1.3082
2015-08-07;0.6445;0.914;1.3535;1.3082
2015-08-06;0.6444;0.9187;1.3642;1.3168
2015-08-05;0.6398;0.9189;1.3558;1.3171
2015-08-04;0.6404;0.9113;1.3516;1.313
2015-08-03;0.6418;0.9132;1.3762;1.3153
2015-08-02;0.642;0.9118;1.3805;1.3048
2015-08-01;0.642;0.9118;1.3805;1.3048
2015-07-31;0.642;0.9118;1.3805;1.3048
2015-07-30;0.6399;0.9128;1.3752;1.298
2015-07-29;0.6394;0.9066;1.3691;1.2955
2015-07-28;0.6416;0.907;1.3686;1.3014
2015-07-27;0.6445;0.9043;1.3731;1.303
2015-07-26;0.6462;0.9142;1.3765;1.3091
2015-07-25;0.6462;0.9142;1.3765;1.3091
2015-07-24;0.6462;0.9142;1.3765;1.3091
2015-07-23;0.6404;0.9092;1.3496;1.2975
2015-07-22;0.6404;0.9173;1.3543;1.2995
2015-07-21;0.643;0.9202;1.357;1.2992
2015-07-20;0.6424;0.9215;1.3549;1.2985
2015-07-19;0.6413;0.9184;1.3511;1.2978
2015-07-18;0.6413;0.9184;1.3511;1.2978
2015-07-17;0.6413;0.9184;1.3511;1.2978
2015-07-16;0.6424;0.9202;1.3539;1.2947
2015-07-15;0.6399;0.9083;1.3401;1.2744
2015-07-14;0.6422;0.9065;1.3442;1.276
2015-07-13;0.6439;0.9051;1.3462;1.2721
2015-07-12;0.6444;0.8941;1.3388;1.2706
2015-07-11;0.6444;0.8941;1.3388;1.2706
2015-07-10;0.6444;0.8941;1.3388;1.2706
2015-07-09;0.6492;0.9046;1.3403;1.2685
2015-07-08;0.6507;0.9071;1.3485;1.2743
2015-07-07;0.6474;0.9148;1.3468;1.2739
2015-07-06;0.6432;0.9084;1.3343;1.264
2015-07-05;0.6401;0.9012;1.329;1.2582
2015-07-04;0.6401;0.9012;1.329;1.2582
2015-07-03;0.6401;0.9012;1.329;1.2582
2015-07-02;0.6419;0.9037;1.3169;1.2618
2015-07-01;0.6388;0.9009;1.3025;1.2524
2015-06-30;0.6358;0.8937;1.3004;1.2368
2015-06-29;0.6364;0.8982;1.3048;1.2374
2015-06-28;0.6359;0.8927;1.3061;1.2365
2015-06-27;0.6359;0.8927;1.3061;1.2365
2015-06-26;0.6359;0.8927;1.3061;1.2365
2015-06-25;0.6359;0.8924;1.2919;1.2384
2015-06-24;0.6348;0.8918;1.2907;1.2301
2015-06-23;0.6338;0.8925;1.2976;1.2339
2015-06-22;0.6319;0.8814;1.2883;1.2234
2015-06-21;0.6314;0.885;1.2914;1.2271
2015-06-20;0.6314;0.885;1.2914;1.2271
2015-06-19;0.6314;0.885;1.2914;1.2271
2015-06-18;0.6285;0.8769;1.2776;1.216
2015-06-17;0.6357;0.8866;1.3028;1.2312
2015-06-16;0.6404;0.8917;1.2913;1.2343
2015-06-15;0.6449;0.8914;1.2895;1.2342
2015-06-14;0.6457;0.8913;1.2977;1.2303
2015-06-13;0.6457;0.8913;1.2977;1.2303
2015-06-12;0.6457;0.8913;1.2977;1.2303
2015-06-11;0.6469;0.8903;1.2939;1.2321
2015-06-10;0.6458;0.8866;1.2919;1.2236
2015-06-09;0.6537;0.889;1.2984;1.2347
2015-06-08;0.6556;0.8959;1.3094;1.2434
2015-06-07;0.6523;0.8914;1.2956;1.25
2015-06-06;0.6523;0.8914;1.2956;1.25
2015-06-05;0.6523;0.8914;1.2956;1.25
2015-06-04;0.6498;0.8836;1.2917;1.2449
2015-06-03;0.6534;0.8981;1.2862;1.2445
2015-06-02;0.6567;0.9067;1.3004;1.2498
2015-06-01;0.6572;0.9137;1.3104;1.2494
2015-05-31;0.6554;0.9116;1.307;1.2443
2015-05-30;0.6554;0.9116;1.307;1.2443
2015-05-29;0.6554;0.9116;1.307;1.2443
2015-05-28;0.6538;0.9178;1.3094;1.2476
2015-05-27;0.6508;0.9206;1.297;1.2456
2015-05-26;0.6495;0.9152;1.2832;1.2374
2015-05-25;0.6467;0.9109;1.2774;1.2294
2015-05-24;0.6394;0.8957;1.2686;1.22
2015-05-23;0.6394;0.8957;1.2686;1.22
2015-05-22;0.6394;0.8957;1.2686;1.22
2015-05-21;0.6377;0.8982;1.2676;1.2216
2015-05-20;0.6437;0.8994;1.2655;1.2213
2015-05-19;0.6457;0.8945;1.2547;1.2181
2015-05-18;0.6383;0.878;1.2493;1.2058
2015-05-17;0.6366;0.8828;1.2499;1.2037
2015-05-16;0.6366;0.8828;1.2499;1.2037
2015-05-15;0.6366;0.8828;1.2499;1.2037
2015-05-14;0.6332;0.8757;1.2336;1.1949
2015-05-13;0.6393;0.8912;1.2428;1.1974
2015-05-12;0.6374;0.8898;1.2519;1.204
2015-05-11;0.6458;0.8975;1.267;1.2114
2015-05-10;0.6488;0.8912;1.2638;1.2103
2015-05-09;0.6488;0.8912;1.2638;1.2103
2015-05-08;0.6488;0.8912;1.2638;1.2103
2015-05-07;0.6568;0.8846;1.2548;1.207
2015-05-06;0.6568;0.8905;1.2493;1.201
2015-05-05;0.6611;0.8995;1.27;1.209
2015-05-04;0.6617;0.8967;1.2756;1.2116
2015-05-03;0.648;0.8917;1.2627;1.202
2015-05-02;0.648;0.8917;1.2627;1.202
2015-05-01;0.648;0.8917;1.2627;1.202
2015-04-30;0.648;0.8917;1.2627;1.202
2015-04-29;0.6509;0.9089;1.2509;1.2054
2015-04-28;0.6543;0.9152;1.2585;1.2069
2015-04-27;0.6618;0.924;1.2814;1.2156
2015-04-26;0.6614;0.9239;1.2827;1.2119
2015-04-25;0.6614;0.9239;1.2827;1.2119
2015-04-24;0.6614;0.9239;1.2827;1.2119
2015-04-23;0.6656;0.9283;1.2938;1.2226
2015-04-22;0.6636;0.9308;1.2842;1.2242
2015-04-21;0.6717;0.9346;1.2917;1.2229
2015-04-20;0.671;0.9326;1.2891;1.2252
2015-04-19;0.6657;0.9247;1.28;1.2191
2015-04-18;0.6657;0.9247;1.28;1.2191
2015-04-17;0.6657;0.9247;1.28;1.2191
2015-04-16;0.6712;0.9336;1.2875;1.2305
2015-04-15;0.6776;0.9453;1.3182;1.255
2015-04-14;0.6832;0.9466;1.3192;1.2582
2015-04-13;0.6838;0.9477;1.3197;1.2627
2015-04-12;0.6853;0.9461;1.3079;1.2664
2015-04-11;0.6853;0.9461;1.3079;1.2664
2015-04-10;0.6853;0.9461;1.3079;1.2664
2015-04-09;0.6746;0.9282;1.2949;1.2524
2015-04-08;0.6688;0.9206;1.2961;1.2417
2015-04-07;0.6717;0.9219;1.3084;1.2504
2015-04-06;0.6755;0.9234;1.3244;1.2644
2015-04-05;0.6755;0.9234;1.3244;1.2644
2015-04-04;0.6755;0.9234;1.3244;1.2644
2015-04-03;0.6755;0.9234;1.3244;1.2644
2015-04-02;0.6755;0.9234;1.3244;1.2644
2015-04-01;0.6774;0.9298;1.3159;1.2675
2015-03-31;0.676;0.9295;1.3155;1.2769
2015-03-30;0.6757;0.9221;1.3055;1.2641
2015-03-29;0.6723;0.9211;1.2841;1.2509
2015-03-28;0.6723;0.9211;1.2841;1.2509
2015-03-27;0.6723;0.9211;1.2841;1.2509
2015-03-26;0.6717;0.9113;1.2749;1.2442
2015-03-25;0.6705;0.9103;1.2676;1.2482
2015-03-24;0.6707;0.9132;1.2642;1.2465
2015-03-23;0.6706;0.9164;1.2773;1.2525
2015-03-22;0.6733;0.928;1.2981;1.2672
2015-03-21;0.6733;0.928;1.2981;1.2672
2015-03-20;0.6733;0.928;1.2981;1.2672
2015-03-19;0.6728;0.9366;1.308;1.2717
2015-03-18;0.6826;0.9441;1.3124;1.2824
2015-03-17;0.677;0.9403;1.3083;1.2774
2015-03-16;0.6755;0.9472;1.3069;1.2781
2015-03-15;0.6766;0.9459;1.3053;1.2734
2015-03-14;0.6766;0.9459;1.3053;1.2734
2015-03-13;0.6766;0.9459;1.3053;1.2734
2015-03-12;0.6681;0.9422;1.2976;1.2656
2015-03-11;0.6651;0.9454;1.314;1.2698
2015-03-10;0.6638;0.9313;1.3069;1.2634
2015-03-09;0.6617;0.9208;1.2931;1.2591
2015-03-08;0.6586;0.9122;1.2761;1.2466
2015-03-07;0.6586;0.9122;1.2761;1.2466
2015-03-06;0.6586;0.9122;1.2761;1.2466
2015-03-05;0.6551;0.9034;1.2833;1.244
2015-03-04;0.6526;0.899;1.2757;1.2515
2015-03-03;0.6515;0.8954;1.2794;1.2519
2015-03-02;0.6497;0.8907;1.2856;1.2492
2015-03-01;0.6475;0.8897;1.2774;1.2451
2015-02-28;0.6475;0.8897;1.2774;1.2451
2015-02-27;0.6475;0.8897;1.2774;1.2451
2015-02-26;0.6451;0.8836;1.2686;1.247
2015-02-25;0.6459;0.8814;1.2681;1.2441
2015-02-24;0.6483;0.8828;1.2896;1.2643
2015-02-23;0.6507;0.8851;1.2843;1.2618
